Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,Surge_Pricing_Type
T0005705960,53.59,,4,2.79745,C,A,1.545,0,36,49,71,Male,3
T0005705961,35.86,D,0,3.08067,A,D,4.87375,1,71,49,77,Female,2
T0005705963,24.19,E,5,2.96661,B,A,1.42875,0,,62,81,Female,3
T0005705964,8.09,C,4,3.128,A,A,3.14875,0,61,53,85,Male,2
T0005705966,90.99,A,10,2.83824,B,A,1.86875,0,66,56,83,Male,3
T0005705967,44.76,D,5,2.94375,A,A,3.91125,1,63,47,77,Male,1
T0005705970,41.28,D,10,2.62537,C,A,3.55625,0,,46,68,Male,3
T0005705973,35.51,B,0,,,J,4.49,1,,45,58,Male,2
T0005705974,30.62,B,3,2.78027,A,A,2.9775,0,98,47,62,Male,3
T0005705977,21.93,C,6,2.66877,A,A,3.08,0,79,49,81,Female,3
T0005705981,8.76,B,6,2.60304,C,E,3.9725,1,37,48,71,Female,1
T0005705982,35.9,C,9,2.73001,A,A,3.19125,0,,47,61,Female,3
T0005705983,40.24,A,5,2.76047,A,A,4.225,0,,48,72,Male,1
T0005705984,19.49,B,10,,,B,2.88625,0,,49,67,Male,2
T0005705985,5.82,D,6,2.70426,B,D,4.51875,3,32,45,74,Male,3
T0005705989,21.26,C,1,2.74776,C,F,2.2425,0,48,47,66,Male,2
T0005705990,50.34,E,3,3.20162,C,B,2.55625,0,100,53,89,Male,3
T0005705991,77.36,B,3,2.80199,C,A,2.5125,0,41,51,87,Male,3
T0005705992,11.96,D,8,2.53241,C,C,2.97875,1,,47,61,Male,2
T0005705998,34.57,E,8,2.68531,C,A,2.44,0,103,47,66,Female,3
T0005705999,69.04,C,9,,,M,1.845,0,,60,84,Male,3
T0005706000,38.15,A,10,3.0247,A,A,3.57625,1,,54,73,Male,1
T0005706001,18.6,B,0,2.78419,A,C,4.4875,0,,42,59,Male,2
T0005706002,19.37,D,10,2.54275,A,B,2.54375,2,76,47,76,Male,3
T0005706004,52.62,D,10,2.62873,A,A,1.29,0,32,58,77,Male,3
T0005706006,33.44,D,1,,,A,3.19625,2,,53,80,Female,3
T0005706009,20.75,E,10,2.72089,C,C,3.5425,2,,47,66,Male,1
T0005706012,19.42,E,1,2.64385,A,F,4.52,0,,43,53,Male,3
T0005706014,42.91,B,5,,,A,2.2425,2,,50,76,Female,1
T0005706015,46.6,,,2.92199,B,A,4.19625,1,,57,80,Female,1
T0005706016,72.71,A,2,3.09258,A,A,4.64375,1,,46,73,Male,1
T0005706018,24.87,A,4,2.91853,A,C,4.15625,0,,50,83,Male,1
T0005706020,33.51,E,3,,,A,2.05,1,86,55,78,Male,2
T0005706021,46.27,,1,3.00738,A,A,3.5975,0,,47,60,Male,1
T0005706022,30.65,A,8,2.89363,A,A,1.91,0,,48,67,Female,1
T0005706023,14.2,,5,2.21848,A,A,3.42,1,107,43,59,Male,2
T0005706024,31.33,A,10,3.18974,B,B,2.86625,1,40,63,103,Male,1
T0005706025,31.25,C,5,2.91275,C,A,3.885,0,43,49,71,Male,2
T0005706028,61.32,,3,2.74118,C,B,2.38,0,65,49,79,Female,1
T0005706030,51.54,C,10,2.65765,C,A,2.36625,1,,50,79,Male,2
T0005706034,6.12,A,10,2.73748,A,B,3.8675,0,,46,71,Female,1
T0005706035,19.55,B,2,2.3852,A,A,3.3375,0,,53,67,Male,2
T0005706036,14.94,,4,2.10748,A,B,2.35,1,,47,63,Male,2
T0005706037,38.02,B,7,3.00246,A,A,3.625,1,55,58,102,Male,2
T0005706039,51.7,A,8,,,A,3.73625,1,,48,76,Male,1
T0005706040,18.79,C,6,2.5979,A,D,2.855,0,42,51,64,Male,2
T0005706042,29.37,,2,2.4704,A,B,3.69375,0,,50,71,Male,2
T0005706044,73.65,A,1,3.17598,C,B,3.18125,1,,51,77,Male,1
T0005706046,50.29,C,3,3.17397,C,A,3.3075,0,,59,76,Female,2
T0005706047,77.67,,8,2.84323,C,A,2.62625,1,44,64,89,Male,3
T0005706048,48.2,B,2,3.17434,C,B,2.76875,1,,56,83,Female,1
T0005706049,15.67,B,3,3.11193,A,C,2.70375,0,,54,84,Female,2
T0005706050,47.11,C,2,2.64493,C,A,2.32625,0,,50,67,Female,2
T0005706051,10.51,C,5,2.68683,A,C,1.7725,0,,49,76,Male,2
T0005706052,17.41,A,3,2.57708,C,A,3.48625,0,64,50,65,Male,2
T0005706053,15.97,B,0,2.48414,A,A,0.99625,2,72,53,88,Male,2
T0005706054,48.44,B,7,2.63727,A,A,2.29625,0,,57,78,Male,2
T0005706055,19.68,D,1,2.50671,A,G,4.405,0,,47,57,Male,2
T0005706056,92.68,D,3,2.9681,B,A,3.32625,0,58,58,73,Female,3
T0005706060,23.38,B,3,2.59455,B,B,4.3725,0,60,50,76,Female,2
T0005706061,44.85,D,10,2.70487,C,A,3.44,0,56,55,80,Male,3
T0005706067,60.45,,10,2.79792,C,A,1.86625,0,42,55,84,Male,2
T0005706068,45.35,,8,2.86962,B,B,1.1,0,,59,98,Male,2
T0005706069,62.01,,10,3.17675,A,A,3.35,0,43,44,63,Male,3
T0005706070,44.68,B,7,,,B,3.6025,0,,51,63,Male,2
T0005706071,63.92,C,10,2.67972,B,A,1.98125,0,,56,85,Female,3
T0005706072,31.78,B,7,,,D,2.685,0,,47,67,Male,3
T0005706074,68.44,A,10,2.95611,C,A,2.56125,0,,52,89,Female,1
T0005706075,18.25,D,0,2.26724,C,A,3.92625,0,83,48,63,Male,3
T0005706078,46.77,A,1,2.88739,A,B,2.49,0,,51,88,Male,1
T0005706079,31.51,,5,,,B,1.02375,0,57,50,85,Male,2
T0005706080,84.25,A,10,2.89861,B,A,2.44,1,32,46,84,Female,3
T0005706081,43.67,,10,2.57059,A,A,3.17375,2,68,45,74,Male,2
T0005706084,31.38,C,10,2.94785,A,K,1.9125,0,,62,92,Male,1
T0005706087,63.86,D,10,3.24156,B,B,3.4,1,69,51,78,Male,1
T0005706088,55.98,B,3,2.6932,B,A,3.94625,0,,48,65,Male,3
T0005706090,31.48,B,9,2.74869,B,A,2.0425,0,,61,83,Female,2
T0005706091,108.91,D,2,3.04231,B,A,1.48375,0,79,51,81,Female,3
T0005706092,72.97,B,6,3.0451,C,A,2.98625,0,107,54,83,Female,2
T0005706093,80.91,E,4,2.81423,B,A,1.7925,1,54,54,76,Male,3
T0005706097,53.37,D,1,,,B,2.2925,0,,50,75,Male,3
T0005706098,16.82,A,,2.42711,B,A,1.34375,0,,47,71,Male,1
T0005706099,56.45,A,10,2.77134,C,B,3.48,0,61,48,71,Male,1
T0005706100,54.58,D,5,2.61402,B,A,2.555,0,,48,64,Male,3
T0005706101,61.45,B,3,3.4466,B,C,4.25,0,,57,73,Male,2
T0005706102,22.52,D,4,2.58935,A,A,4.22875,1,78,46,82,Female,3
T0005706103,45.77,C,4,2.89809,C,B,3.52875,2,,51,63,Male,3
T0005706105,31.78,,0,2.54643,B,B,2.00375,2,,58,87,Female,1
T0005706107,90.84,A,10,,,C,4.28875,2,66,49,73,Male,1
T0005706109,32.06,B,9,2.97414,A,B,3.22,0,52,56,85,Male,2
T0005706113,78.98,D,10,2.75199,B,A,3.13,0,,44,57,Male,3
T0005706114,31.98,C,3,2.53684,C,A,2.8825,1,,46,76,Male,3
T0005706116,25.22,C,6,2.67513,B,A,3.99375,3,39,61,72,Male,3
T0005706117,51.38,B,,3.05096,B,A,2.475,0,43,50,87,Female,2
T0005706119,60.26,C,10,2.84911,B,B,1.54375,1,77,53,80,Male,3
T0005706122,74.02,B,10,,,B,3.91875,1,80,50,94,Female,2
T0005706124,14.5,A,0,2.89095,B,C,4.70375,0,39,47,75,Female,1
T0005706125,46.12,D,2,2.61501,B,A,3.0175,1,,53,66,Male,3
T0005706126,31.32,,7,2.7768,C,A,2.5575,2,110,55,85,Male,1
T0005706127,46.82,C,7,2.6888,A,A,3.88125,0,,50,62,Male,2
T0005706131,107.19,A,7,3.25475,C,F,3.98,0,,48,66,Male,1
T0005706132,26.53,C,10,2.58187,A,B,3.60375,0,,47,63,Male,2
T0005706134,14.87,B,0,2.46568,A,B,4.17,0,,46,57,Male,1
T0005706136,31.97,,1,,,B,2.55625,1,,51,63,Female,3
T0005706137,6.96,D,10,,,D,4.65625,1,70,44,58,Male,3
T0005706138,36.27,E,,,,B,4.3075,2,,47,89,Female,3
T0005706139,16.98,A,5,2.84767,B,D,1.26,1,,57,78,Male,3
T0005706140,29.47,B,10,2.49108,A,A,1.98875,2,,49,69,Male,2
T0005706141,79.79,A,2,2.78327,B,A,2.2875,0,,53,66,Male,3
T0005706143,7.34,C,0,2.73506,A,E,2.5025,1,,45,69,Male,2
T0005706144,44.24,,10,2.70218,B,A,3.0825,4,,54,94,Male,3
T0005706145,36.22,B,10,2.64833,A,B,0.6625,1,,52,77,Male,2
T0005706147,32.58,D,6,2.53818,B,A,3.8725,0,,45,61,Male,3
T0005706148,44.94,D,10,2.69535,B,B,2.51,1,102,51,73,Male,3
T0005706150,39.67,D,10,,,E,4.395,3,,48,62,Male,3
T0005706151,91.36,E,7,2.90458,B,A,2.61625,0,,58,70,Male,3
T0005706152,34.39,B,4,2.9019,C,A,3.17125,0,,49,72,Male,2
T0005706153,13.95,C,10,,,A,2.13375,0,,53,83,Male,2
T0005706159,51.63,,10,2.62148,A,A,3.8625,1,88,49,67,Male,2
T0005706160,108.13,B,10,3.1334,B,A,2.3825,2,44,52,86,Male,3
T0005706164,61.03,D,2,2.6902,C,E,3.83625,1,47,51,71,Female,3
T0005706165,55.09,B,1,2.90713,A,A,2.92,2,,57,74,Male,2
T0005706166,109.13,A,1,2.92393,C,C,3.79125,1,,49,74,Male,1
T0005706167,38.54,A,10,2.71921,B,B,1.3975,1,,51,79,Male,1
T0005706168,78.1,D,3,3.60256,A,A,3.17875,0,66,50,68,Male,2
T0005706169,34.34,D,6,,,B,3.36375,1,,49,75,Male,3
T0005706171,77.82,D,0,2.82306,B,A,3.7675,1,,65,97,Female,3
T0005706172,92.75,,0,3.4161,B,A,4.0625,1,50,49,75,Female,3
T0005706173,34.27,E,2,,,A,3.03,0,72,61,129,Male,3
T0005706174,58.21,D,1,2.81146,A,B,2.155,0,,51,64,Male,3
T0005706175,8.51,B,2,,,A,2.815,0,,57,93,Male,2
T0005706176,91.2,C,2,3.34345,B,A,3.7175,0,112,55,91,Male,2
T0005706178,75.29,B,8,2.83374,A,A,2.66625,0,,54,95,Male,2
T0005706181,104.12,D,10,,,A,3.49125,0,,52,80,Female,3
T0005706182,13.89,B,2,2.65813,C,B,3.18375,0,,49,62,Male,2
T0005706183,35.79,C,10,,,B,2.96375,0,,48,61,Male,3
T0005706184,31.2,A,10,2.59933,A,B,3.7325,0,,51,72,Male,1
T0005706185,65.52,,2,3.11205,C,A,4.11125,3,,43,58,Male,3
T0005706186,31.94,A,10,2.74096,B,K,3.36625,0,36,48,70,Male,3
T0005706188,37.46,B,3,2.9577,C,A,4.185,0,58,51,74,Male,2
T0005706192,107.77,,0,3.14136,B,D,2.4425,1,35,59,108,Male,3
T0005706193,11.71,B,8,2.79543,B,A,4.16375,0,38,49,100,Male,2
T0005706194,15.98,B,1,,,H,2.9225,3,,50,67,Male,3
T0005706195,53.43,B,3,2.84629,C,A,1.68875,0,111,53,74,Male,2
T0005706198,47.56,D,10,3.04479,C,C,4.57125,3,85,50,72,Male,3
T0005706199,34.85,C,10,2.67965,C,A,1.4525,1,94,66,92,Female,2
T0005706201,5.69,C,0,2.70918,B,B,3.35625,2,45,53,77,Male,3
T0005706203,33.41,C,8,2.80199,B,A,3.5125,3,65,48,69,Female,2
T0005706205,84.98,A,5,2.78808,B,A,1.81625,3,,56,70,Male,3
T0005706206,55.62,D,6,2.67891,C,A,2.81375,2,,55,79,Male,2
T0005706210,62.03,,10,2.73259,C,A,1.62375,0,,51,71,Male,2
T0005706212,55.8,B,2,3.02939,A,A,1.36,2,,63,89,Male,2
T0005706213,86.88,,2,2.81809,C,B,1.875,2,,59,96,Male,1
T0005706214,36.37,C,8,,,B,2.59375,1,,60,79,Male,2
T0005706217,36.78,B,10,3.04484,B,A,2.49875,0,93,65,108,Male,2
T0005706218,25.09,B,6,2.70111,B,A,1.2675,0,,51,71,Male,2
T0005706219,65.92,B,10,2.78403,B,A,3.635,0,57,52,65,Male,2
T0005706220,52.98,B,10,2.68444,B,B,2.99,1,,49,66,Male,2
T0005706221,30.51,C,0,2.45111,A,B,2.7125,1,48,44,55,Female,1
T0005706223,47.66,B,10,2.80843,C,B,2.775,1,,50,84,Female,2
T0005706227,36.39,B,8,2.73918,A,A,2.725,0,,65,92,Male,2
T0005706230,54.03,,1,2.92418,B,A,0.91875,0,,53,91,Male,3
T0005706232,76.11,D,1,3.00255,B,A,3.2,0,,44,56,Male,3
T0005706234,27.78,C,6,3.09684,A,A,2.41,4,86,52,85,Male,2
T0005706236,78.21,,1,2.86168,C,B,1.52375,0,,55,85,Male,1
T0005706237,33.07,A,2,,,B,4.09,1,,48,68,Male,1
T0005706239,29.38,D,8,2.68145,C,A,0.8625,1,53,50,82,Male,3
T0005706241,30.71,B,10,2.61006,A,B,1.52375,0,82,52,77,Female,2
T0005706242,48.45,E,10,2.70985,B,H,3.52875,1,,47,71,Female,1
T0005706244,63.15,B,10,3.11257,B,B,3.495,0,,51,77,Male,2
T0005706245,75.02,A,8,2.92565,B,A,3.4175,2,90,55,73,Male,1
T0005706246,45.47,A,8,2.95398,A,A,2.8,0,,54,87,Female,1
T0005706247,20.11,A,3,2.81463,C,A,2.0225,0,,49,76,Male,1
T0005706248,13.26,D,1,2.36892,A,A,2.24375,0,,46,56,Female,3
T0005706249,37.09,,10,2.45494,B,A,3.205,1,,46,59,Male,3
T0005706251,4.92,,1,,,I,2.9525,2,,56,83,Female,2
T0005706254,51.25,E,3,2.67196,B,A,1.6325,0,70,46,65,Male,3
T0005706255,107.2,D,10,3.04388,B,B,2.80125,2,,48,76,Male,3
T0005706256,33.99,,4,2.97992,A,A,3.48,1,,49,84,Male,1
T0005706261,60.14,A,5,2.78073,C,A,2.08,1,74,47,68,Male,3
T0005706264,24.47,C,6,3.11198,A,C,3.84625,2,48,48,72,Female,2
T0005706265,58.39,B,2,,,B,1.5825,1,,52,77,Male,2
T0005706266,32.31,C,3,,,C,2.09625,0,,54,96,Male,2
T0005706267,83.3,B,1,3.17516,C,A,3.175,0,46,51,78,Male,2
T0005706269,18.1,C,10,2.76174,A,A,2.70625,3,,53,70,Female,2
T0005706270,17.57,D,,2.67069,C,B,2.13,2,,51,78,Male,3
T0005706271,36.41,A,3,,,A,2.155,0,,56,71,Female,2
T0005706272,31.23,C,3,2.89845,A,A,4.25,0,85,47,63,Male,2
T0005706273,45.95,,4,2.65385,C,A,2.93,0,57,51,67,Male,1
T0005706275,24.82,E,1,3.0543,B,D,2.89875,0,111,48,69,Female,3
T0005706276,29.2,B,0,2.48736,C,A,4.085,0,,48,60,Female,1
T0005706278,76.79,B,4,2.9212,B,A,2.89,0,,47,75,Male,2
T0005706279,44.95,A,10,,,A,3.15875,0,,44,65,Female,3
T0005706280,10.89,B,8,2.32098,A,A,2.97375,0,74,56,84,Male,2
T0005706283,7.74,D,5,2.77292,C,B,3.5325,2,,47,59,Male,3
T0005706288,18.26,B,2,2.92433,B,A,3.12875,2,50,56,97,Female,2
T0005706290,65.63,D,2,2.93929,B,A,1.035,0,,59,87,Male,3
T0005706291,22.65,D,6,2.74635,B,A,1.16125,1,,54,73,Male,1
T0005706293,19.2,E,10,2.86147,C,B,1.65875,1,31,49,90,Male,3
T0005706294,90.6,B,10,2.81566,B,A,2.82125,0,,56,77,Male,2
T0005706296,50.19,C,7,2.70612,A,A,3.92625,1,,54,71,Female,2
T0005706298,17.78,,5,2.73525,A,G,4.21125,1,,50,65,Male,1
T0005706301,44.79,C,5,2.99947,C,A,4.04125,4,63,45,67,Male,3
T0005706302,45.08,D,10,,,A,1.71625,0,,52,78,Female,3
T0005706303,21.93,A,0,2.75781,C,A,3.335,0,104,54,69,Female,1
T0005706308,43.85,C,8,2.77809,A,C,4.145,0,39,52,83,Male,2
T0005706310,97.02,,3,2.89949,B,F,2.28125,2,,50,71,Female,2
T0005706311,51.91,E,1,2.6993,C,C,2.12375,0,76,49,66,Male,3
T0005706314,21.8,D,6,2.65288,A,D,3.53375,3,,47,58,Male,3
T0005706315,44.81,C,7,2.6894,C,A,3.04375,2,,53,66,Male,2
T0005706316,13.35,D,0,2.21069,B,A,4.42625,0,81,45,56,Female,3
T0005706317,15.06,D,1,2.28881,A,A,2.44875,2,,48,63,Female,3
T0005706318,50.1,,0,2.89847,A,A,3.09,0,100,49,67,Male,2
T0005706319,15.73,B,,3.45292,A,B,4.60375,0,36,56,111,Male,2
T0005706322,13.57,,7,,,E,2.2375,3,,51,62,Male,3
T0005706325,17.89,B,1,2.51991,A,B,2.6075,0,,51,63,Male,2
T0005706326,47.62,D,10,,,A,0.05875,1,38,55,95,Male,3
T0005706328,44.92,C,9,2.80958,C,A,1.125,0,60,48,72,Female,2
T0005706329,62.17,B,3,2.97849,C,A,1.93625,1,,54,89,Female,2
T0005706330,36.45,,10,3.11388,B,A,4.7375,0,,43,61,Male,2
T0005706332,5.93,,3,2.38365,A,A,3.80625,0,,45,56,Female,2
T0005706333,48.9,B,2,2.85707,C,C,3.5025,1,,59,111,Female,2
T0005706334,75.19,A,4,2.95283,C,A,3.70375,0,,48,61,Male,1
T0005706335,30.84,,10,2.6325,A,A,3.36,1,98,50,74,Male,2
T0005706336,24.42,E,5,,,A,3.53875,1,62,46,73,Male,1
T0005706337,55.01,,3,,,A,1.4575,1,,47,67,Female,3
T0005706340,38.99,,7,2.54779,A,A,3.03375,3,86,54,90,Male,3
T0005706344,24.25,D,2,2.79366,A,A,1.97375,1,,51,72,Female,2
T0005706346,29.51,D,8,2.72807,C,A,2.03875,3,83,54,75,Female,3
T0005706348,16.78,C,8,2.90441,C,A,2.99,0,,44,56,Male,2
T0005706349,11.61,B,2,2.42297,A,D,4.57,0,,44,55,Male,2
T0005706350,31.51,,,2.75546,B,C,1.28125,2,59,51,81,Male,3
T0005706351,17.28,B,10,2.77869,A,B,2.73,3,,49,77,Male,2
T0005706353,15.73,B,0,2.4704,A,A,2.26,0,,46,70,Male,1
T0005706354,60.64,C,6,2.99704,B,C,2.24125,2,84,53,76,Male,2
T0005706356,34.98,C,10,,,B,1.63,1,62,64,113,Male,2
T0005706357,60.45,B,7,2.922,B,A,4.055,0,,53,72,Male,2
T0005706359,106.54,B,2,3.48717,C,A,3.0875,2,41,69,106,Male,2
T0005706363,40.08,A,10,2.64609,B,B,1.98,3,,57,70,Male,2
T0005706364,44.68,A,1,2.46799,A,B,3.04625,0,67,59,94,Female,2
T0005706366,62.9,C,3,2.93396,C,A,1.9725,0,48,48,69,Male,2
T0005706370,43.38,B,8,,,E,4.95625,1,,43,68,Female,1
T0005706371,35.34,C,4,2.61257,C,A,3.01625,1,,46,59,Female,3
T0005706373,30.64,A,10,2.7329,A,A,4.6075,0,,50,77,Male,1
T0005706374,63.05,,2,2.87141,C,A,2.3525,0,,52,73,Male,2
T0005706375,34.37,C,0,2.41762,C,A,2.2225,0,108,53,78,Male,3
T0005706376,47.78,C,8,2.95885,A,A,3.83125,0,32,49,78,Female,1
T0005706377,19.7,,10,2.7067,B,A,4.25625,0,61,48,76,Male,2
T0005706378,5.43,E,9,2.63777,A,E,2.21625,0,,49,63,Male,3
T0005706379,31.06,B,2,2.78183,A,A,3.30875,0,,48,70,Female,1
T0005706380,46.47,,10,2.99896,C,A,2.2275,0,30,53,72,Male,2
T0005706381,30.69,B,6,2.70455,A,L,2.51875,1,,50,75,Male,2
T0005706382,34.54,C,6,2.56213,C,A,1.4175,1,74,54,67,Female,2
T0005706383,42.62,,4,2.60543,C,A,3.15875,0,,52,73,Female,3
T0005706386,16.73,C,3,3.03581,A,D,3.715,1,,48,65,Male,2
T0005706387,86.03,A,0,,,B,2.95,0,66,50,82,Male,1
T0005706388,65.81,,10,,,A,4.35625,1,79,48,77,Male,3
T0005706389,43.14,E,10,2.51613,C,A,0.1975,1,40,61,93,Male,3
T0005706390,66.48,B,3,2.69553,B,A,3.055,0,,49,73,Male,2
T0005706391,29.88,B,0,2.70106,A,A,1.5775,0,,53,82,Male,2
T0005706392,21.32,C,6,2.69787,A,A,3.70125,0,49,47,64,Male,3
T0005706393,24.75,E,10,2.73789,B,B,2.5525,0,,44,58,Female,3
T0005706396,71.98,,7,2.868,C,A,2.84875,0,,49,79,Male,3
T0005706399,32.98,E,10,2.44012,C,A,3.355,1,,45,58,Male,3
T0005706400,35.34,B,5,2.64905,A,B,1.52,1,76,52,86,Female,2
T0005706401,20.73,,4,2.81074,A,C,4.25625,3,,46,56,Male,3
T0005706402,43.14,C,4,,,B,2.82625,0,37,46,62,Female,1
T0005706404,61.32,C,10,3.95431,C,K,4.87,0,35,46,72,Male,2
T0005706405,54.94,,10,,,A,3.3325,0,,56,90,Female,1
T0005706406,77.08,C,10,,,A,2.4375,1,49,61,82,Male,3
T0005706407,29.57,C,1,2.38236,C,B,0.63125,0,39,48,67,Male,2
T0005706408,31.32,B,7,2.86082,C,A,2.535,0,,50,87,Male,2
T0005706411,20.82,B,8,2.98384,A,A,3.2375,0,,50,66,Male,2
T0005706413,17.48,E,10,2.75834,A,A,4.37375,0,,47,59,Male,3
T0005706414,14.77,C,0,2.67562,C,E,3.55,1,,46,72,Male,2
T0005706415,56.33,,5,2.8342,B,A,2.755,2,79,49,70,Male,3
T0005706416,45.25,,10,3.15352,B,A,2.865,2,,56,97,Male,2
T0005706417,19.56,C,5,,,B,4.3525,0,,47,58,Male,2
T0005706418,31.63,E,3,3.08103,B,A,3.52375,1,,50,66,Male,3
T0005706419,34.74,E,7,,,D,1.67625,1,68,47,63,Female,3
T0005706420,29.75,B,6,2.61021,A,B,3.23,2,,50,71,Female,2
T0005706421,9.97,E,3,2.80849,B,A,3.1025,1,71,47,62,Male,3
T0005706422,78.39,,10,2.82694,C,A,2.3025,0,,54,70,Male,3
T0005706423,49.19,E,1,,,B,4.0475,0,78,53,68,Male,2
T0005706424,15.52,E,10,3.00351,B,J,4.39875,1,,42,59,Female,3
T0005706427,10.06,B,4,2.68294,A,C,4.05,2,99,50,64,Male,2
T0005706429,35.76,B,4,2.83807,C,B,3.42,2,46,55,76,Male,2
T0005706430,39.52,E,8,,,A,2.475,4,59,52,101,Male,3
T0005706431,85.86,B,3,,,A,2.56625,3,,52,82,Male,2
T0005706432,32.74,D,8,2.64404,C,B,1.47125,0,70,47,69,Male,3
T0005706434,61.38,E,3,2.88256,C,E,1.34,3,,53,89,Female,3
T0005706437,10.88,A,,1.97276,B,A,2.20875,0,,48,59,Female,3
T0005706440,32.09,,3,2.86641,A,J,3.98875,0,,44,55,Male,1
T0005706442,60.55,B,1,2.78321,C,C,0.7875,0,,47,72,Male,2
T0005706443,65.34,D,3,3.06926,C,C,3.225,0,,54,70,Female,3
T0005706444,45.19,B,0,2.81911,A,D,3.61375,0,,46,56,Female,2
T0005706446,92.1,C,10,2.90063,B,A,1.84625,0,45,54,82,Male,2
T0005706447,47.77,C,1,2.83255,B,A,3.1775,0,,52,75,Female,3
T0005706448,48.14,A,3,2.60522,B,A,3.13375,1,,47,69,Male,2
T0005706449,27.04,B,6,2.50591,C,A,3.505,0,,44,66,Male,2
T0005706450,39.23,,7,2.64389,B,A,2.29375,1,,50,71,Male,2
T0005706451,31.75,B,6,2.6605,A,A,1.62625,1,,53,66,Male,2
T0005706452,19.49,B,3,2.83252,B,A,4.13375,1,,47,82,Male,2
T0005706453,56,A,10,2.65498,B,B,2.78625,0,,49,72,Male,1
T0005706457,17.16,C,,2.79691,B,C,2.75,3,,46,70,Male,3
T0005706458,25.1,A,2,2.64926,A,A,2.67,0,,51,71,Female,1
T0005706459,25.44,D,7,,,A,2.02,0,,49,65,Female,1
T0005706461,86.92,D,10,2.97344,B,A,2.4875,2,57,55,82,Male,3
T0005706463,81.08,E,10,3.04526,B,B,3.99625,0,70,54,71,Male,1
T0005706464,21.38,B,4,2.65069,B,A,1.99,0,,53,75,Male,1
T0005706465,50.31,A,10,2.90534,A,A,3.97375,0,,48,68,Female,1
T0005706467,39.85,B,1,2.62324,A,A,3.75,0,,48,66,Male,2
T0005706468,107.61,B,10,,,B,2.84875,2,,45,56,Male,2
T0005706469,93.63,D,5,,,A,3.83375,1,,54,73,Male,3
T0005706471,56.55,E,3,2.66259,B,C,2.22875,0,63,51,87,Female,3
T0005706472,62.55,D,7,2.95824,C,H,2.125,0,32,53,79,Male,3
T0005706473,25.37,B,10,2.75978,A,B,3.65625,1,,45,59,Male,2
T0005706475,9.23,D,,2.22391,B,B,2.725,0,95,49,61,Male,2
T0005706476,45.5,B,2,2.65412,A,A,2.36,0,67,50,82,Male,1
T0005706478,74.53,E,2,2.80862,C,A,1.165,2,,61,85,Female,3
T0005706479,35.9,,9,2.51029,C,G,0.76,0,,48,63,Male,2
T0005706481,30.15,B,2,2.5103,A,A,2.4925,1,95,52,82,Male,2
T0005706484,108.55,B,6,2.96755,B,A,3.53625,1,38,47,71,Male,3
T0005706488,52.94,E,7,2.74307,C,A,3.24375,1,,48,62,Female,3
T0005706489,29.06,C,0,2.75777,A,B,1.615,1,61,53,89,Male,2
T0005706490,44.83,B,10,2.98177,B,A,2.96125,0,47,48,60,Male,2
T0005706492,30.47,C,,2.60869,B,A,3.645,0,,45,57,Male,2
T0005706493,70.45,,1,2.69197,C,A,1.825,0,,49,64,Male,1
T0005706495,36.22,C,,2.66742,B,C,2.68125,0,107,47,72,Male,3
T0005706496,48.34,B,0,2.59984,C,K,1.9775,3,,46,63,Male,2
T0005706497,27.23,A,9,2.78632,A,A,3.4175,1,,55,79,Female,1
T0005706498,92.49,,6,2.96031,C,B,2.54,1,49,54,93,Female,3
T0005706499,30.09,B,10,2.64487,A,B,2.1925,0,35,48,86,Male,1
T0005706500,30.96,,2,2.47558,B,D,1.21375,0,,52,69,Male,2
T0005706502,86.26,D,10,3.16416,B,A,1.185,3,,54,98,Male,3
T0005706504,106.38,C,5,3.07863,B,A,2.2325,1,54,55,80,Male,2
T0005706506,19.64,C,2,2.81247,C,A,4.41375,1,80,46,59,Male,2
T0005706507,49.3,,7,2.65559,A,A,2.50875,0,,51,62,Female,2
T0005706509,47.37,D,0,2.68385,A,A,3.07125,1,,47,62,Female,3
T0005706510,31.19,B,7,2.67023,B,I,4.2725,1,,53,81,Male,2
T0005706513,65.22,A,10,3.10014,C,L,4.32375,0,,68,96,Male,1
T0005706515,106.46,C,10,,,A,2.90875,2,68,80,110,Male,3
T0005706516,47.16,B,10,2.95674,A,A,1.75375,1,45,51,83,Female,2
T0005706518,13.44,,9,2.95426,A,E,3.69875,1,,48,59,Male,3
T0005706519,14.11,C,10,2.60996,C,F,2.57375,3,,51,99,Male,2
T0005706520,36.18,B,9,,,A,1.02125,0,,50,74,Female,2
T0005706521,83.95,E,9,2.97631,B,A,0.78375,0,,51,84,Male,2
T0005706524,44.84,D,2,2.50619,C,B,3.56,0,,60,104,Male,3
T0005706526,32.19,B,0,3.07854,C,A,2.73875,2,,63,101,Male,2
T0005706528,19.61,C,3,2.93164,A,A,3.47375,2,,54,97,Female,2
T0005706530,68.94,E,3,2.75332,C,A,2.9075,0,66,44,69,Male,3
T0005706531,62.58,C,1,,,B,3.56125,0,,52,71,Male,3
T0005706535,64.87,D,10,2.70992,B,A,1.7475,0,,59,88,Male,3
T0005706536,47.64,B,10,2.59095,A,A,2.8825,1,,48,87,Male,1
T0005706537,44.3,D,2,,,A,2.67375,3,,48,59,Male,3
